Invoice ID,City,StoreName,Gender,Categories,Cost Price / unit,Quantity,Total Cost,Date,Payment,Gross margin percentage,Gross income,Rating,Demand,Supply,Profit in %,sales
163,Bangalore,EcoFresh Grocery Haven,Male,Food and beverages,45.79,7,320.53,29-11-2020,Credit card,15%,16.0265,7,47.11001418,19.95118783,304.5035,1296.55507
164,Kolkata,Golden Harvest Provisions,Male,Sports and travel,76.4,2,152.8,21-09-2020,Ewallet,15%,7.64,6.5,39.25152691,1.198031387,145.16,374.60448
165,Chennai,Sarvodaya Supermart,Male,Food and beverages,39.9,10,399,31-07-2020,Credit card,15%,19.95,5.9,29.77138836,42.57331404,379.05,1911.40950
166,Ahemdabad,Nirvana Grocer's Paradise,Male,Health and beauty,42.57,8,340.56,15-08-2022,Ewallet,15%,17.028,5.6,54.83111577,40.95371159,323.532,1442.38058
167,Hyderabad,TastyBite Provision Store,Male,Home and lifestyle,95.58,10,955.8,08-04-2020,Cash,15%,47.79,4.8,57.31841899,14.09214727,908.01,9634.55958
168,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,98.98,10,989.8,07-04-2021,Credit card,15%,49.49,8.7,77.26162171,6.156190211,940.31,10296.98838
169,Surat,MangoTree Grocery Express,Male,Food and beverages,51.28,6,307.68,13-10-2022,Cash,15%,15.384,6.5,19.73086548,37.59058601,292.296,1207.01633
170,Pune,Deshi Dukan Groceries,Male,Sports and travel,69.52,7,486.64,04-05-2020,Credit card,15%,24.332,8.5,9.205844125,47.8809993,462.308,2736.41565
171,Mumbai,Urban Essentials Superstore,Male,Health and beauty,70.1,5,350.5,25-11-2022,Ewallet,15%,17.5025,5.5,20.225543,43.42532265,332.9975,1517.65624
172,Delhi,Krishi Kendra Grocers,Male,Food and beverages,80.05,5,400.25,26-11-2020,Credit card,15%,20.125,9.4,15.94546459,37.24147361,380.125,1921.70031
173,Bangalore,SpiceRoots Grocery House,Male,Electronic accessories,20.85,8,166.8,04-09-2020,Cash,15%,8.34,6.3,81.90869047,23.56966899,158.46,431.11128
174,Kolkata,Farmers' Delight Emporium,Male,Electronic accessories,52.89,6,317.34,10-05-2021,Credit card,15%,15.867,9.8,66.33423109,28.80058734,301.473,1274.03442
175,Chennai,Shree Ganesh Provisions,Male,Food and beverages,19.79,8,158.32,18-05-2022,Ewallet,15%,7.916,8.7,48.55174916,4.785581738,150.404,396.43961
176,Ahemdabad,HealthyHub Grocery ,Male,Home and lifestyle,33.84,9,304.56,24-08-2020,Ewallet,15%,15.228,8.8,66.00123256,31.65863581,289.332,1185.74954
177,Hyderabad,Bharat Bazaar,Male,Food and beverages,22.17,8,177.36,29-04-2021,Credit card,15%,8.868,9.6,63.50294232,15.46753292,168.492,476.19741
178,Kanpur,Sapna Supermarket,Female,Fashion accessories,22.51,7,157.57,14-08-2021,Credit card,15%,7.8785,4.8,90.42972882,38.42368892,149.6915,393.43890
179,Surat,FreshBasket Grocery Store,Male,Food and beverages,73.88,6,443.28,28-01-2022,Ewallet,15%,22.164,4.4,93.98051286,37.4718418,421.116,2310.00301
180,Pune,Sundar Sweets and Groceries,Male,Health and beauty,86.8,3,260.4,22-01-2020,Ewallet,15%,13.02,9.9,53.04786212,22.11398052,247.38,904.57752
181,Mumbai,Green Mart Groceries,Male,Fashion accessories,64.26,7,449.82,19-08-2020,Cash,15%,22.491,5.7,62.64223647,18.16350152,427.329,2372.03131
182,Delhi,Indian Spice Bazaar,Male,Food and beverages,38.47,8,307.76,02-09-2020,Cash,15%,15.388,7.7,31.96336958,4.770084035,292.372,1207.56407
183,Bangalore,EcoFresh Grocery Haven,Male,Sports and travel,15.5,10,155,02-06-2022,Ewallet,15%,7.75,8,94.23252726,21.20960304,147.25,383.23750
184,Kolkata,Golden Harvest Provisions,Male,Health and beauty,34.31,8,274.48,21-01-2021,Ewallet,15%,13.724,5.7,73.05714183,24.130251,260.756,990.20307
185,Chennai,Sarvodaya Supermart,Female,Sports and travel,12.34,7,86.38,10-06-2022,Credit card,15%,4.319,6.7,86.85558842,10.02248263,82.061,157.26429
186,Ahemdabad,Nirvana Grocer's Paradise,Male,Food and beverages,18.08,3,54.24,29-05-2021,Ewallet,15%,2.712,8,16.89786562,9.055020437,51.528,82.18879
187,Hyderabad,TastyBite Provision Store,Female,Home and lifestyle,94.49,8,755.92,25-11-2022,Ewallet,15%,37.796,7.5,93.79740868,4.514968712,718.124,6184.36294
188,Kanpur,Nature's Bounty Mart,Male,Home and lifestyle,46.47,4,185.88,29-02-2020,Cash,15%,9.294,7,72.21769539,35.88078219,176.586,514.11806
189,Surat,MangoTree Grocery Express,Male,Home and lifestyle,74.07,1,74.07,07-03-2020,Ewallet,15%,3.7035,9.9,43.68194989,14.8169656,70.3665,126.19047
190,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,69.81,4,279.24,12-02-2020,Credit card,15%,13.962,5.9,83.51467057,33.85396023,265.278,1020.00229
191,Mumbai,Urban Essentials Superstore,Female,Home and lifestyle,77.04,3,231.12,14-04-2021,Credit card,15%,11.556,7.2,33.52924204,35.78498709,219.564,738.57632
192,Delhi,Krishi Kendra Grocers,Female,Fashion accessories,73.52,2,147.04,24-11-2022,Ewallet,15%,7.352,4.6,84.65721537,5.2669912,139.688,352.43724
193,Bangalore,SpiceRoots Grocery House,Female,Food and beverages,87.8,9,790.2,24-05-2021,Cash,15%,39.51,9.2,33.82445668,12.85295002,750.69,6722.15238
194,Kolkata,Farmers' Delight Emporium,Male,Home and lifestyle,25.55,4,102.2,29-02-2020,Ewallet,15%,5.11,5.7,22.76253475,46.63911171,97.09,201.42598
195,Chennai,Shree Ganesh Provisions,Male,Electronic accessories,32.71,5,163.55,20-07-2022,Credit card,15%,8.1775,9.9,99.52126727,38.01559623,155.3725,417.66172
196,Ahemdabad,HealthyHub Grocery ,Female,Fashion accessories,74.29,1,74.29,23-09-2020,Cash,15%,3.7145,5,99.58116212,40.5806309,70.5755,126.72054
197,Hyderabad,Bharat Bazaar,Male,Health and beauty,43.7,2,87.4,18-04-2020,Cash,15%,4.37,4.9,18.07228319,19.49547394,83.03,159.96822
198,Kanpur,Sapna Supermarket,Female,Home and lifestyle,25.29,1,25.29,06-02-2021,Ewallet,15%,1.2645,6.1,80.18127337,26.52744365,24.0255,31.36605
199,Surat,FreshBasket Grocery Store,Male,Health and beauty,41.5,4,166,16-04-2021,Credit card,15%,8.3,8.2,72.61781145,1.91696402,157.7,427.78200
200,Pune,Sundar Sweets and Groceries,Female,Food and beverages,71.39,5,356.95,07-10-2020,Credit card,15%,17.8475,5.5,98.88034585,7.229786189,339.1025,1567.37637
201,Mumbai,Green Mart Groceries,Female,Sports and travel,19.15,6,114.9,26-11-2022,Credit card,15%,5.745,6.8,19.37482463,34.84163561,109.155,240.31910
202,Delhi,Indian Spice Bazaar,Female,Electronic accessories,57.49,4,229.96,05-08-2021,Cash,15%,11.498,6.6,42.27656812,2.864619479,218.462,732.33522
203,Bangalore,EcoFresh Grocery Haven,Male,Electronic accessories,61.41,7,429.87,04-09-2021,Cash,15%,21.4935,9.8,70.78230882,31.27567537,408.3765,2185.35806
204,Kolkata,Golden Harvest Provisions,Male,Health and beauty,25.9,10,259,11-01-2022,Ewallet,15%,12.95,8.7,26.97084532,46.37122202,246.05,896.26950
205,Chennai,Sarvodaya Supermart,Male,Home and lifestyle,17.77,5,88.85,20-05-2020,Credit card,15%,4.4425,5.4,65.69086578,5.965243279,84.4075,163.84606
206,Ahemdabad,Nirvana Grocer's Paradise,Female,Health and beauty,23.03,9,207.27,12-10-2021,Ewallet,15%,10.3635,7.9,78.36665583,1.312159324,196.9065,615.39810
207,Hyderabad,TastyBite Provision Store,Female,Electronic accessories,66.65,9,599.85,26-04-2020,Credit card,15%,29.9925,9.7,73.1201234,30.71347493,569.8575,4018.14021
208,Kanpur,Nature's Bounty Mart,Female,Home and lifestyle,28.53,10,285.3,20-12-2020,Ewallet,15%,14.265,7.8,60.99570485,23.23706379,271.035,1058.56286
209,Surat,MangoTree Grocery Express,Female,Fashion accessories,30.37,3,91.11,20-07-2022,Ewallet,15%,4.5555,5.1,61.62681425,18.08401125,86.5545,169.96981
210,Pune,Deshi Dukan Groceries,Female,Electronic accessories,99.73,9,897.57,01-07-2020,Credit card,15%,44.8785,6.5,40.08109407,23.55139032,852.6915,8551.07310
211,Mumbai,Urban Essentials Superstore,Male,Electronic accessories,26.23,9,236.07,04-07-2020,Ewallet,15%,11.8035,5.9,96.44442573,27.39599584,224.2665,765.49593
212,Delhi,Krishi Kendra Grocers,Female,Food and beverages,93.26,9,839.34,23-11-2020,Cash,15%,41.967,8.8,13.22033562,26.67351857,797.373,7532.01054
213,Bangalore,SpiceRoots Grocery House,Male,Home and lifestyle,92.36,5,461.8,04-04-2020,Ewallet,15%,23.09,4.9,29.92640378,39.46630075,438.71,2487.76278
214,Kolkata,Farmers' Delight Emporium,Male,Sports and travel,46.42,3,139.26,07-07-2021,Credit card,15%,6.963,4.4,36.88309206,19.19513596,132.297,323.49680
215,Chennai,Shree Ganesh Provisions,Female,Sports and travel,29.61,7,207.27,20-12-2020,Cash,15%,10.3635,6.5,69.79753027,42.21815045,196.9065,615.39810
216,Ahemdabad,HealthyHub Grocery ,Male,Home and lifestyle,18.28,1,18.28,21-04-2021,Credit card,15%,0.914,8.3,29.94663132,36.46111302,17.366,21.45450
217,Hyderabad,Bharat Bazaar,Female,Sports and travel,24.77,5,123.85,27-07-2021,Cash,15%,6.1925,8.5,30.76598314,12.76375914,117.6575,269.56881
218,Kanpur,Sapna Supermarket,Female,Electronic accessories,94.64,3,283.92,15-12-2021,Cash,15%,14.196,5.5,2.642008739,33.53733126,269.724,1049.72038
219,Surat,FreshBasket Grocery Store,Male,Fashion accessories,94.87,8,758.96,08-06-2022,Ewallet,15%,37.948,8.7,71.06421256,48.77585105,721.012,6231.15268
220,Pune,Sundar Sweets and Groceries,Female,Food and beverages,57.34,3,172.02,05-02-2021,Credit card,15%,8.61,7.9,0.553174647,23.69803318,163.41,453.11788
221,Mumbai,Green Mart Groceries,Male,Electronic accessories,45.35,6,272.1,20-01-2021,Ewallet,15%,13.605,6.1,11.02470516,33.40451652,258.495,975.46490
222,Delhi,Indian Spice Bazaar,Male,Food and beverages,62.08,7,434.56,07-03-2021,Ewallet,15%,21.728,5.4,16.4597835,42.08789771,412.832,2228.56274
223,Bangalore,EcoFresh Grocery Haven,Male,Electronic accessories,11.81,5,59.05,18-12-2020,Cash,15%,2.9525,9.4,5.156782539,42.32448774,56.0975,92.17557
224,Kolkata,Golden Harvest Provisions,Female,Fashion accessories,12.54,1,12.54,03-10-2020,Cash,15%,0.627,8.2,29.71031688,12.5298416,11.913,14.03389
225,Chennai,Sarvodaya Supermart,Male,Food and beverages,43.25,2,86.5,13-12-2021,Cash,15%,4.325,6.2,53.8396409,13.48669715,82.175,157.58138
226,Ahemdabad,Nirvana Grocer's Paradise,Female,Sports and travel,87.16,2,174.32,10-02-2020,Credit card,15%,8.716,9.7,33.40623706,0.732926764,165.604,463.00089
227,Hyderabad,TastyBite Provision Store,Male,Health and beauty,69.37,9,624.33,05-06-2022,Ewallet,15%,31.2165,4,52.81591067,31.4726318,593.1135,4327.31552
228,Kanpur,Nature's Bounty Mart,Male,Electronic accessories,37.06,4,148.24,15-02-2020,Ewallet,15%,7.412,9.7,57.70774496,3.032086051,140.828,357.00343
229,Surat,MangoTree Grocery Express,Female,Electronic accessories,90.7,6,544.2,29-01-2020,Cash,15%,27.21,5.3,17.25193348,44.54509554,516.99,3357.65958
230,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,63.42,8,507.36,21-04-2021,Ewallet,15%,25.368,7.4,89.6542177,32.22733888,481.992,2952.79461
231,Mumbai,Urban Essentials Superstore,Female,Fashion accessories,81.37,2,162.74,20-09-2020,Cash,15%,8.137,6.5,47.57117077,25.70693797,154.603,414.34092
232,Delhi,Krishi Kendra Grocers,Female,Electronic accessories,10.59,3,31.77,13-09-2020,Credit card,15%,1.5885,8.7,86.02466376,13.23355361,30.1815,41.35866
233,Bangalore,SpiceRoots Grocery House,Female,Health and beauty,84.09,9,756.81,11-05-2022,Cash,15%,37.8405,8,5.873973501,19.86514905,718.9695,6198.04307
234,Kolkata,Farmers' Delight Emporium,Male,Fashion accessories,73.82,4,295.28,25-09-2022,Cash,15%,14.764,6.7,61.862434,44.39016474,280.516,1123.58765
235,Chennai,Shree Ganesh Provisions,Male,Health and beauty,51.94,10,519.4,26-07-2021,Ewallet,15%,25.97,6.5,19.09024763,44.46182798,493.43,3082.27542
236,Ahemdabad,HealthyHub Grocery ,Female,Sports and travel,93.14,2,186.28,16-04-2021,Ewallet,15%,9.314,4.1,15.70501929,20.23963466,176.966,515.93226
237,Hyderabad,Bharat Bazaar,Male,Health and beauty,17.41,5,87.05,31-10-2022,Credit card,15%,4.3525,4.9,82.9364948,8.892502058,82.6975,159.03817
238,Kanpur,Sapna Supermarket,Female,Fashion accessories,44.22,5,221.1,27-12-2020,Credit card,15%,11.055,8.6,35.26570954,35.31177011,210.045,685.50950
239,Surat,FreshBasket Grocery Store,Female,Electronic accessories,13.22,5,66.1,08-09-2020,Cash,15%,3.305,4.3,93.17662926,23.41489221,62.795,107.60750
240,Pune,Sundar Sweets and Groceries,Male,Fashion accessories,89.69,1,89.69,27-07-2022,Ewallet,15%,4.4845,4.9,19.70163723,47.43214715,85.2055,166.11081
241,Mumbai,Green Mart Groceries,Male,Food and beverages,24.94,9,224.46,11-03-2021,Credit card,15%,11.223,5.6,83.16071041,23.18574452,213.237,703.09177
242,Delhi,Indian Spice Bazaar,Male,Health and beauty,59.77,2,119.54,23-10-2022,Credit card,15%,5.977,5.8,44.08354125,8.967098308,113.563,255.29321
243,Bangalore,EcoFresh Grocery Haven,Male,Fashion accessories,93.2,2,186.4,09-01-2021,Credit card,15%,9.32,6,21.1664276,20.38363556,177.08,516.47712
244,Kolkata,Golden Harvest Provisions,Male,Home and lifestyle,62.65,4,250.6,14-12-2022,Cash,15%,12.53,4.2,54.07133874,20.89598222,238.07,847.20342
245,Chennai,Sarvodaya Supermart,Male,Home and lifestyle,93.87,8,750.96,25-08-2020,Credit card,15%,37.548,8.3,38.76101835,37.25366463,713.412,6108.39876
246,Ahemdabad,Nirvana Grocer's Paradise,Male,Home and lifestyle,47.59,8,380.72,17-03-2021,Cash,15%,19.036,5.7,96.7084619,13.23262871,361.684,1757.72333
247,Hyderabad,TastyBite Provision Store,Female,Electronic accessories,81.4,3,244.2,10-03-2022,Cash,15%,12.21,4.8,90.54762125,2.749339847,231.99,810.71958
248,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,17.94,5,89.7,26-09-2022,Ewallet,15%,4.485,6.8,97.94188941,25.60441485,85.215,166.13786
249,Surat,MangoTree Grocery Express,Male,Electronic accessories,77.72,4,310.88,11-01-2020,Credit card,15%,15.544,8.8,91.19293853,24.97017556,295.336,1229.02056
250,Pune,Deshi Dukan Groceries,Male,Food and beverages,73.06,7,511.42,07-07-2021,Credit card,15%,25.571,4.2,59.62194567,45.37217147,485.849,2996.14896
251,Mumbai,Urban Essentials Superstore,Male,Food and beverages,46.55,9,418.95,31-05-2022,Ewallet,15%,20.9475,6.4,14.5818524,0.957725496,398.0025,2086.38147
252,Delhi,Krishi Kendra Grocers,Male,Fashion accessories,35.19,10,351.9,29-04-2022,Credit card,15%,17.595,8.4,96.44974303,19.180393,334.305,1528.31930
253,Bangalore,SpiceRoots Grocery House,Female,Sports and travel,14.39,2,28.78,22-04-2020,Credit card,15%,1.439,7.2,25.38159224,20.36628662,27.341,36.64874
254,Kolkata,Farmers' Delight Emporium,Male,Home and lifestyle,23.75,4,95,14-12-2020,Cash,15%,4.75,5.2,31.38510217,17.21418658,90.25,180.73750
255,Chennai,Shree Ganesh Provisions,Male,Home and lifestyle,58.9,8,471.2,14-05-2022,Cash,15%,23.56,8.9,52.61243446,15.25516633,447.64,2580.47968
256,Ahemdabad,HealthyHub Grocery ,Male,Fashion accessories,32.62,4,130.48,03-06-2021,Cash,15%,6.524,9,77.14883723,36.65482334,123.956,292.21779
257,Hyderabad,Bharat Bazaar,Male,Electronic accessories,66.35,1,66.35,16-11-2022,Credit card,15%,3.3175,9.7,71.9874297,35.27723789,63.0325,108.17206
258,Kanpur,Sapna Supermarket,Male,Home and lifestyle,25.91,6,155.46,15-03-2021,Ewallet,15%,7.773,8.7,6.075833653,30.73234555,147.687,385.05421
259,Surat,FreshBasket Grocery Store,Male,Electronic accessories,32.25,4,129,25-06-2020,Ewallet,15%,6.45,6.5,68.39219767,43.09413944,122.55,287.08950
260,Pune,Sundar Sweets and Groceries,Male,Electronic accessories,65.94,4,263.76,25-02-2022,Credit card,15%,13.188,6.9,68.07371969,26.8838569,250.572,924.66871
261,Mumbai,Green Mart Groceries,Female,Electronic accessories,75.06,9,675.54,21-10-2021,Ewallet,15%,33.777,6.2,24.32235129,43.85314421,641.763,5010.90577
262,Delhi,Indian Spice Bazaar,Female,Fashion accessories,16.45,4,65.8,26-06-2022,Ewallet,15%,3.29,5.6,1.871361754,45.39492448,62.51,106.93158
263,Bangalore,EcoFresh Grocery Haven,Female,Fashion accessories,38.3,4,153.2,26-12-2020,Cash,15%,7.66,5.7,48.91242383,5.343462913,145.54,376.16728
264,Kolkata,Golden Harvest Provisions,Female,Sports and travel,22.24,10,222.4,13-04-2021,Cash,15%,11.12,4.2,16.67666913,34.87675726,211.28,692.28672
265,Chennai,Sarvodaya Supermart,Male,Sports and travel,54.45,1,54.45,23-07-2021,Ewallet,15%,2.7225,7.9,25.2793153,25.17650444,51.7275,82.61562
266,Ahemdabad,Nirvana Grocer's Paradise,Female,Sports and travel,98.4,7,688.8,30-06-2020,Credit card,15%,34.44,8.7,39.04545175,10.37962527,654.36,5196.03168
267,Hyderabad,TastyBite Provision Store,Male,Home and lifestyle,35.47,4,141.88,15-06-2022,Credit card,15%,7.094,6.9,74.57528288,7.075732567,134.786,333.11438
268,Kanpur,Nature's Bounty Mart,Female,Food and beverages,74.6,10,746,11-12-2022,Cash,15%,37.3,9.5,87.73006815,36.10264776,708.7,6032.90200
269,Surat,MangoTree Grocery Express,Male,Home and lifestyle,70.74,4,282.96,16-08-2021,Credit card,15%,14.148,4.4,60.55785736,26.30234896,268.812,1043.59044
270,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,35.54,10,355.4,02-10-2022,Ewallet,15%,17.77,7,68.24096797,47.2010337,337.63,1555.33702
271,Mumbai,Urban Essentials Superstore,Female,Sports and travel,67.43,5,337.15,24-01-2020,Ewallet,15%,16.8575,6.3,48.92760222,4.428856536,320.2925,1417.01616
272,Delhi,Krishi Kendra Grocers,Female,Health and beauty,21.12,2,42.24,18-07-2021,Cash,15%,2.112,9.7,60.91590566,5.77696633,40.128,59.19007
273,Bangalore,SpiceRoots Grocery House,Female,Home and lifestyle,21.54,9,193.86,17-04-2020,Credit card,15%,9.693,8.8,81.92343277,34.37451755,184.167,550.88615
274,Kolkata,Farmers' Delight Emporium,Female,Home and lifestyle,12.03,2,24.06,02-09-2021,Cash,15%,1.203,5.1,78.36579557,48.88242403,22.857,29.55939
275,Chennai,Shree Ganesh Provisions,Female,Health and beauty,99.71,6,598.26,28-01-2022,Ewallet,15%,29.913,7.9,37.99595182,45.87938152,568.347,3998.45276
276,Ahemdabad,HealthyHub Grocery ,Male,Fashion accessories,47.97,7,335.79,09-02-2022,Cash,15%,16.7895,6.2,6.187074345,26.02278918,319.0005,1406.96178
277,Hyderabad,Bharat Bazaar,Female,Home and lifestyle,21.82,10,218.2,01-12-2022,Cash,15%,10.91,7.1,66.45129188,36.48666181,207.29,670.50678
278,Kanpur,Sapna Supermarket,Female,Fashion accessories,95.42,4,381.68,15-09-2021,Ewallet,15%,19.084,6.4,3.899963322,18.38642284,362.596,1765.63641
279,Surat,FreshBasket Grocery Store,Male,Fashion accessories,70.99,10,709.9,15-12-2020,Cash,15%,35.495,5.7,77.63545612,43.48346204,674.405,5497.50110
280,Pune,Sundar Sweets and Groceries,Male,Sports and travel,44.02,10,440.2,24-08-2022,Credit card,15%,22.1,9.6,14.96526499,34.96995253,418.1,2280.67620
281,Mumbai,Green Mart Groceries,Female,Home and lifestyle,69.96,8,559.68,02-01-2020,Credit card,15%,27.984,6.4,88.98265607,4.086333025,531.696,3535.47617
282,Delhi,Indian Spice Bazaar,Male,Home and lifestyle,37,1,37,26-04-2020,Credit card,15%,1.85,7.9,44.55608968,26.90861773,35.15,50.00550
283,Bangalore,EcoFresh Grocery Haven,Female,Sports and travel,15.34,1,15.34,26-06-2021,Cash,15%,0.767,6.5,75.00731943,17.90805421,14.573,17.57550
284,Kolkata,Golden Harvest Provisions,Male,Health and beauty,99.83,6,598.98,13-08-2020,Ewallet,15%,29.949,8.5,37.36033319,14.08571113,569.031,4007.36188
285,Chennai,Sarvodaya Supermart,Female,Health and beauty,47.67,4,190.68,25-03-2021,Cash,15%,9.534,9.1,21.06213683,28.21571566,181.146,536.08919
286,Ahemdabad,Nirvana Grocer's Paradise,Male,Health and beauty,66.68,5,333.4,01-08-2020,Cash,15%,16.67,7.6,16.729102,31.68621995,316.73,1389.37782
287,Hyderabad,TastyBite Provision Store,Male,Home and lifestyle,74.86,1,74.86,22-09-2022,Cash,15%,3.743,6.9,80.23363546,26.09308236,71.117,128.09819
288,Kanpur,Nature's Bounty Mart,Female,Sports and travel,23.75,9,213.75,16-04-2022,Cash,15%,10.6875,9.5,89.70456545,17.55727571,203.0625,647.79609
289,Surat,MangoTree Grocery Express,Female,Food and beverages,48.51,7,339.57,08-08-2022,Credit card,15%,16.9785,5.2,44.1993337,2.3032415,322.5915,1434.99396
290,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,94.88,7,664.16,13-07-2021,Cash,15%,33.208,4.2,94.59311216,46.56954091,630.952,4854.69080
291,Mumbai,Urban Essentials Superstore,Male,Electronic accessories,40.3,10,403,23-02-2020,Credit card,15%,20.15,7,71.50516343,13.58435386,382.85,1945.88550
292,Delhi,Krishi Kendra Grocers,Male,Electronic accessories,27.85,7,194.95,21-03-2020,Ewallet,15%,9.7475,6,16.1845122,31.05252137,185.2025,556.00227
293,Bangalore,SpiceRoots Grocery House,Female,Electronic accessories,62.48,1,62.48,02-08-2020,Cash,15%,3.124,4.7,34.45888015,9.293515003,59.356,99.56563
294,Kolkata,Farmers' Delight Emporium,Female,Food and beverages,36.36,2,72.72,10-01-2021,Cash,15%,3.636,7.1,96.96520079,21.75586339,69.084,122.95788
295,Chennai,Shree Ganesh Provisions,Male,Health and beauty,18.11,10,181.1,31-01-2022,Ewallet,15%,9.055,5.9,41.94435042,37.8740369,172.045,492.67350
296,Ahemdabad,HealthyHub Grocery ,Female,Electronic accessories,51.92,5,259.6,12-01-2022,Cash,15%,12.98,7.5,25.25301641,13.32822292,246.62,899.82552
297,Hyderabad,Bharat Bazaar,Male,Electronic accessories,28.84,4,115.36,07-12-2020,Cash,15%,5.768,6.4,87.17318125,19.793368,109.592,241.78533
298,Kanpur,Sapna Supermarket,Male,Home and lifestyle,78.38,6,470.28,30-08-2021,Ewallet,15%,23.514,5.8,32.35035052,19.41327729,446.766,2571.33115
299,Surat,FreshBasket Grocery Store,Male,Home and lifestyle,60.1,4,240.4,24-02-2022,Cash,15%,12.002,4.5,20.37331862,23.6298029,228.398,789.46879
300,Pune,Sundar Sweets and Groceries,Female,Home and lifestyle,88.61,1,88.61,13-09-2022,Cash,15%,4.4305,7.7,28.76041072,45.10627766,84.1795,163.20146
301,Mumbai,Green Mart Groceries,Male,Fashion accessories,99.82,2,199.64,17-12-2022,Credit card,15%,9.982,6.7,36.83070559,37.32572527,189.658,578.27323
302,Delhi,Indian Spice Bazaar,Male,Health and beauty,39.1,1,39.1,21-10-2021,Credit card,15%,1.9505,4.7,21.07327011,34.71776728,37.1495,53.62545
303,Bangalore,EcoFresh Grocery Haven,Male,Food and beverages,48.61,1,48.61,26-04-2022,Cash,15%,2.4305,4.4,44.5144498,20.24540259,46.1795,71.05785
304,Kolkata,Golden Harvest Provisions,Female,Electronic accessories,51.19,4,204.76,01-12-2022,Credit card,15%,10.238,4.7,84.87354412,32.3067644,194.522,603.06325
305,Chennai,Sarvodaya Supermart,Female,Electronic accessories,14.96,8,119.68,17-05-2022,Cash,15%,5.984,8.6,59.71281164,20.23437758,113.696,255.75137
306,Ahemdabad,Nirvana Grocer's Paradise,Male,Electronic accessories,72.2,7,505.4,25-11-2020,Ewallet,15%,25.27,4.3,57.13751167,5.891384688,480.13,2931.97702
307,Hyderabad,TastyBite Provision Store,Female,Sports and travel,40.23,7,281.61,28-08-2021,Cash,15%,14.0805,9.6,79.96705225,26.62738453,267.5295,1034.99983
308,Kanpur,Nature's Bounty Mart,Female,Home and lifestyle,88.79,8,710.32,24-09-2021,Cash,15%,35.516,4.1,96.39651516,17.37196303,674.804,5503.58777
309,Surat,MangoTree Grocery Express,Female,Electronic accessories,26.48,3,79.44,08-11-2021,Ewallet,15%,3.972,4.7,11.99871291,10.02115571,75.468,139.39178
310,Pune,Deshi Dukan Groceries,Female,Fashion accessories,81.91,2,163.82,14-12-2022,Cash,15%,8.191,7.8,61.07879072,18.77087407,155.629,418.77143
311,Mumbai,Urban Essentials Superstore,Male,Sports and travel,79.93,6,479.58,24-12-2020,Cash,15%,23.979,5.5,33.84537143,21.19358864,455.601,2664.55128
312,Delhi,Krishi Kendra Grocers,Male,Fashion accessories,69.33,2,138.66,22-01-2022,Ewallet,15%,6.933,9.7,95.21445582,11.84754689,131.727,321.31266
313,Bangalore,SpiceRoots Grocery House,Female,Food and beverages,14.23,5,71.15,05-11-2020,Credit card,15%,3.5575,4.4,51.61176336,38.00375616,67.5925,119.24206
314,Kolkata,Farmers' Delight Emporium,Female,Health and beauty,15.55,9,139.95,13-05-2021,Cash,15%,6.9975,5,79.29977817,49.84972823,132.9525,326.01702
315,Chennai,Shree Ganesh Provisions,Female,Electronic accessories,78.13,10,781.3,16-08-2021,Cash,15%,39.065,4.4,59.6599095,13.73290164,742.235,6580.38206
316,Ahemdabad,HealthyHub Grocery ,Male,Food and beverages,99.37,2,198.74,29-03-2021,Cash,15%,9.937,5.2,53.96222687,0.820735239,188.803,573.96708
317,Hyderabad,Bharat Bazaar,Female,Food and beverages,21.08,3,63.24,10-03-2020,Cash,15%,3.162,7.3,16.89033026,41.60781203,60.078,101.23333
318,Kanpur,Sapna Supermarket,Male,Electronic accessories,74.79,5,373.95,29-06-2022,Cash,15%,18.6975,4.9,62.25435444,3.130841148,355.2525,1702.41672
319,Surat,FreshBasket Grocery Store,Female,Health and beauty,29.67,7,207.69,24-05-2020,Credit card,15%,10.3845,8.1,59.29745259,40.39034933,197.3055,617.47379
320,Pune,Sundar Sweets and Groceries,Male,Health and beauty,44.07,4,176.28,31-07-2021,Ewallet,15%,8.814,8.4,72.05343683,26.67851643,167.466,471.48906
321,Mumbai,Green Mart Groceries,Female,Food and beverages,22.93,9,206.37,08-03-2020,Cash,15%,10.3185,5.5,81.95729782,17.0115181,196.0515,610.96148
322,Delhi,Indian Spice Bazaar,Female,Health and beauty,39.42,1,39.42,05-05-2021,Cash,15%,1.971,8.4,32.26244218,7.887468855,37.449,54.18240
323,Bangalore,EcoFresh Grocery Haven,Male,Health and beauty,15.26,6,91.56,14-06-2022,Ewallet,15%,4.578,9.8,5.367833933,20.61303113,86.982,171.20072
324,Kolkata,Golden Harvest Provisions,Female,Fashion accessories,61.77,5,308.85,11-05-2020,Cash,15%,15.4425,6.7,88.62853371,23.87002155,293.4075,1215.03906
325,Chennai,Sarvodaya Supermart,Male,Home and lifestyle,21.52,6,129.12,07-03-2022,Credit card,15%,6.456,9.4,72.49381196,15.22580347,122.664,287.50376
